period,year,month,value
201509,2015,9,0.83
201510,2015,10,0.85
201511,2015,11,0.86
201512,2015,12,0.88
201601,2016,1,1.16
201602,2016,2,1.24
201603,2016,3,1.26
201604,2016,4,1.22
201605,2016,5,1.16
201606,2016,6,1.1
201607,2016,7,1.07
201608,2016,8,1.06
201609,2016,9,1.04
201610,2016,10,1.02
201611,2016,11,1.01
201612,2016,12,1
201701,2017,1,1.04
201702,2017,2,1.08
201703,2017,3,1.09
201704,2017,4,1.05
201705,2017,5,1.02
201706,2017,6,0.98
201707,2017,7,0.96
201708,2017,8,0.95
201709,2017,9,0.94
201710,2017,10,0.93
201711,2017,11,0.93
201712,2017,12,0.93
201801,2018,1,0.85
201802,2018,2,0.88
201803,2018,3,0.88
201804,2018,4,0.89
201805,2018,5,0.88
201806,2018,6,0.87
201807,2018,7,0.86
201808,2018,8,0.85
201809,2018,9,0.85
201810,2018,10,0.86
201811,2018,11,0.86
201812,2018,12,0.87
201901,2019,1,0.94
201902,2019,2,0.93
201903,2019,3,1.01
201904,2019,4,1.02
201905,2019,5,1
201906,2019,6,0.99
201907,2019,7,0.98
201908,2019,8,0.97
201909,2019,9,0.97
201910,2019,10,0.98
201911,2019,11,0.98
201912,2019,12,0.99
202001,2020,1,1.17
202002,2020,2,1.19
202003,2020,3,1.17
202004,2020,4,1.16
202005,2020,5,1.13
202006,2020,6,1.1
202007,2020,7,1.07
202008,2020,8,1.05
202009,2020,9,1.04
202010,2020,10,1.03
202011,2020,11,1.03
202012,2020,12,1.02
202101,2021,1,0.83
202102,2021,2,0.74
202103,2021,3,0.79
202104,2021,4,0.8
202105,2021,5,0.8
202106,2021,6,0.81
202107,2021,7,0.82
202108,2021,8,0.83
202109,2021,9,0.84
202110,2021,10,0.85
202111,2021,11,0.86
202112,2021,12,0.86
202201,2022,1,0.93
202202,2022,2,0.91
202203,2022,3,0.97
202204,2022,4,0.95
202205,2022,5,0.92
202206,2022,6,0.92
202207,2022,7,0.92
202208,2022,8,0.92
202209,2022,9,0.91
202210,2022,10,0.92
202211,2022,11,0.9
202212,2022,12,0.9
202301,2023,1,0.89
202302,2023,2,0.95
202303,2023,3,1.04
202304,2023,4,1.03
202305,2023,5,1.02
202306,2023,6,1.02
202307,2023,7,1.04
202308,2023,8,1.07
202309,2023,9,1.11
202310,2023,10,1.13
202311,2023,11,1.16
202312,2023,12,1.17
202401,2024,1,1.3
202402,2024,2,1.35
202403,2024,3,1.33
202404,2024,4,1.32
202405,2024,5,1.28
202406,2024,6,1.27
202407,2024,7,1.25
202408,2024,8,1.25
202409,2024,9,1.25
202410,2024,10,1.25
202411,2024,11,1.26
202412,2024,12,1.26
202501,2025,1,1.31
202502,2025,2,1.27
202503,2025,3,1.29
202504,2025,4,1.26
202505,2025,5,1.22
202506,2025,6,1.18
202507,2025,7,1.15
202508,2025,8,1.14
202509,2025,9,1.14
202510,2025,10,1.14
202511,2025,11,1.14
202512,2025,12,1.13
202601,2026,1,1.1
202602,2026,2,1.14
202603,2026,3,1.17
202604,2026,4,1.16
202605,2026,5,1.15
202606,2026,6,1.14
