decimal_year,gmsl_mm,date
1995.6468015497783,-8.536,1995-08-25
1995.673760416545,-8.481,1995-09-03
1995.7011458981165,-4.213,1995-09-13
1995.728291775883,0.884,1995-09-23
1995.7554866610005,-4.937,1995-10-03
1995.7826021904295,-6.424,1995-10-13
1995.8369802968457,-6.14,1995-11-02
1995.8641442747307,-7.002,1995-11-12
1995.8899009141087,-3.041,1995-11-21
1995.9456381738494,-4.842,1995-12-12
1995.972788398959,-0.855,1995-12-22
1996.000136744177,-3.382,1996-01-01
1996.026901978914,-5.117,1996-01-10
1996.0533526991035,-6.284,1996-01-20
1996.0812502243632,-6.653,1996-01-30
1996.1082465334068,-3.103,1996-02-09
1996.1627935358501,-1.682,1996-02-29
1996.189615097798,-4.26,1996-03-10
1996.2155657709957,-3.887,1996-03-19
1996.2438142255162,-2.5,1996-03-30
1996.2708863027278,-4.814,1996-04-09
1996.2979786768458,-4.409,1996-04-19
1996.3250751875464,-3.596,1996-04-28
1996.3521607530427,-0.6,1996-05-08
1996.379259730801,-1.559,1996-05-18
1996.4063485248857,-0.621,1996-05-28
1996.4333679474203,-4.135,1996-06-07
1996.487628615929,-4.293,1996-06-27
1996.5147386939216,-3.29,1996-07-07
1996.541834438693,-0.838,1996-07-17
1996.5690214448923,0.385,1996-07-27
1996.5960522154614,-3.264,1996-08-06
1996.6232171784409,-5.332,1996-08-16
1996.650192453346,-4.722,1996-08-25
1996.6772704880198,-7.361,1996-09-04
1996.7039660447092,-3.039,1996-09-14
1996.7321005992958,-0.55,1996-09-24
1996.7585011267583,-0.408,1996-10-04
1996.8127301097304,1.849,1996-10-24
1996.8398250605933,4.802,1996-11-03
1996.866933659061,1.97,1996-11-13
1996.8940308353679,-3.2,1996-11-23
1996.9210999726786,-2.675,1996-12-03
1996.948185125717,-1.431,1996-12-13
1996.9749684077694,-4.859,1996-12-22
1997.0023819818007,-3.689,1997-01-01
1997.0295479418355,0.382,1997-01-11
1997.0567188258578,-1.775,1997-01-21
1997.0838272740566,-1.285,1997-01-31
1997.1382141909726,-0.542,1997-02-20
1997.1653709517013,0.352,1997-03-02
1997.192543655964,-1.428,1997-03-12
1997.219663943243,-1.445,1997-03-22
1997.2468701562348,1.232,1997-04-01
1997.274046017838,-0.179,1997-04-11
1997.3012596993624,-2.371,1997-04-20
1997.3284172137296,1.042,1997-04-30
1997.3554859999645,3.734,1997-05-10
1997.3828039318466,1.566,1997-05-20
1997.4098205867997,1.887,1997-05-30
1997.4641996619773,-1.793,1997-06-19
1997.4913674208865,0.926,1997-06-29
1997.5185333003867,2.392,1997-07-09
1997.5457078293282,5.707,1997-07-19
1997.5728188450046,3.605,1997-07-29
1997.6271893729604,3.548,1997-08-17
1997.6543773630494,4.55,1997-08-27
1997.6813666780718,5.432,1997-09-06
1997.7087086993145,8.055,1997-09-16
1997.7358529561009,7.525,1997-09-26
1997.790197355957,3.803,1997-10-16
1997.8173642696277,6.369,1997-10-26
1997.8445300043727,7.079,1997-11-05
1997.871714971222,1.999,1997-11-15
1997.898699380928,1.365,1997-11-25
1997.9259421271124,2.523,1997-12-04
1997.953212009981,0.488,1997-12-14
1997.9803469364385,3.775,1997-12-24
1998.0075202611513,2.322,1998-01-03
1998.03466012492,5.271,1998-01-13
1998.08903679567,4.15,1998-02-02
1998.116197673234,4.561,1998-02-12
1998.1433579786647,3.44,1998-02-22
1998.1705182555127,2.617,1998-03-04
1998.1976828668653,4.227,1998-03-14
1998.2248558167475,4.507,1998-03-24
1998.251987255903,2.685,1998-04-02
1998.2791959005224,4.678,1998-04-12
1998.306353028242,5.488,1998-04-22
1998.3335128334593,3.5,1998-05-02
1998.3606313884875,2.784,1998-05-12
1998.4147348263075,-1.207,1998-06-01
1998.4421285474837,-0.079,1998-06-11
1998.469346326569,0.335,1998-06-21
1998.496525976334,2.707,1998-07-01
1998.5236889937341,0.924,1998-07-11
1998.5507717620633,-2.102,1998-07-21
1998.6051872920086,0.051,1998-08-09
1998.6323451463486,-1.737,1998-08-19
1998.6594607516895,0.275,1998-08-29
1998.6865985722939,-1.028,1998-09-08
1998.7138456581204,-2.261,1998-09-18
1998.74101414957,-3.339,1998-09-28
1998.7680250208587,-2.805,1998-10-08
1998.8226025400468,0.302,1998-10-28
1998.8496819069426,-2.526,1998-11-07
1998.8768372460104,-1.954,1998-11-17
1998.9038474244428,-4.847,1998-11-26
1998.9311784043016,0.541,1998-12-06
1998.9583458194434,0.012,1998-12-16
1998.9855221182977,-0.202,1998-12-26
1999.0126723659334,-1.57,1999-01-05
1999.0397811473465,1.254,1999-01-15
1999.094172490574,-0.824,1999-02-04
1999.1247768247415,3.026,1999-02-15
1999.1485038899643,-0.882,1999-02-24
1999.1756622937176,-3.02,1999-03-06
1999.2028545405303,-2.218,1999-03-16
1999.2299854737203,1.259,1999-03-25
1999.2571627121897,-0.761,1999-04-04
1999.2842684245732,-1.465,1999-04-14
1999.3386276823448,-1.843,1999-05-04
1999.365836497603,-1.469,1999-05-14
1999.3929944705508,-2.973,1999-05-24
1999.4201288643342,-1.706,1999-06-03
1999.4473801414292,-3.117,1999-06-13
1999.4745032008575,-3.846,1999-06-23
1999.501686702817,-2.623,1999-07-03
1999.5288218039475,-1.553,1999-07-13
1999.556137121612,-3.331,1999-07-22
1999.5831829417605,-0.203,1999-08-01
1999.6103033797,-2.325,1999-08-11
1999.6374553667958,1.18,1999-08-21
1999.6918261319308,-1.68,1999-09-10
1999.718964275277,2.334,1999-09-20
1999.7460849469999,2.111,1999-09-30
1999.773333728635,4.904,1999-10-10
1999.8005437510142,3.148,1999-10-20
1999.827675495264,1.947,1999-10-30
1999.8548271203385,0.78,1999-11-09
1999.8820588944811,4.205,1999-11-18
1999.9079607274598,3.408,1999-11-28
1999.9634961570819,6.838,1999-12-18
1999.9906660302622,5.119,1999-12-28
2000.0176642126698,3.828,2000-01-07
2000.04490900225,7.233,2000-01-17
2000.071980830387,8.389,2000-01-27
2000.0990462641287,4.992,2000-02-06
2000.1261504304487,2.451,2000-02-16
2000.1531953475203,5.587,2000-02-26
2000.1803102507215,4.435,2000-03-06
2000.2074124727703,4.429,2000-03-16
2000.2344649219579,8.405,2000-03-26
2000.2886970041152,3.185,2000-04-15
2000.3159155507303,4.099,2000-04-25
2000.3428645786962,2.003,2000-05-05
2000.3699622208883,3.167,2000-05-15
2000.3970699425463,3.647,2000-05-25
2000.4241099696128,3.19,2000-06-04
2000.4512550168236,2.15,2000-06-14
2000.478339375132,0.188,2000-06-24
2000.5054295218779,2.578,2000-07-03
2000.5325562974172,5.414,2000-07-13
2000.5867615304119,1.416,2000-08-02
2000.6137689996583,2.286,2000-08-12
2000.6409251410782,3.488,2000-08-22
2000.6679708419651,0.821,2000-09-01
2000.6950751422607,1.566,2000-09-11
2000.7219566298058,7.418,2000-09-21
2000.7492343987187,8.224,2000-10-01
2000.7763653792342,6.758,2000-10-11
2000.8033609438946,5.242,2000-10-21
2000.8576302689328,8.242,2000-11-09
2000.8840552437084,7.268,2000-11-19
2000.9126523765567,7.789,2000-11-30
2000.9389537079094,5.27,2000-12-09
2000.9659850526286,4.747,2000-12-19
2000.9930827693433,9.121,2000-12-29
2001.0201634731998,10.525,2001-01-08
2001.0745862927836,7.563,2001-01-28
2001.1017246418885,6.453,2001-02-07
2001.128910575016,5.9,2001-02-17
2001.1560540288756,8.427,2001-02-26
2001.1832183393137,12.368,2001-03-08
2001.2103840515106,7.06,2001-03-18
2001.2375664096141,10.236,2001-03-28
2001.264674409933,9.419,2001-04-07
2001.2918078246398,10.52,2001-04-17
2001.3190441330337,9.435,2001-04-27
2001.3462727031147,9.739,2001-05-07
2001.3734117640117,10.196,2001-05-17
2001.400535728584,8.961,2001-05-27
2001.4277673964211,6.983,2001-06-06
