year,month,day,decimal_date,ppm,n_days,date,imputed
1991,8,11,1991.6096,354.4,6,1991-08-11,0
1991,8,18,1991.6288,353.22,6,1991-08-18,0
1991,8,25,1991.6479,353.11,6,1991-08-25,0
1991,9,1,1991.6671,353.13,6,1991-09-01,0
1991,9,8,1991.6863,352.6,6,1991-09-08,0
1991,9,15,1991.7055,351.95,6,1991-09-15,0
1991,9,22,1991.7247,351.96,7,1991-09-22,0
1991,9,29,1991.7438,351.73,7,1991-09-29,0
1991,10,6,1991.763,352.14,6,1991-10-06,0
1991,10,13,1991.7822,352.6,6,1991-10-13,0
1991,10,20,1991.8014,352.77,7,1991-10-20,0
1991,10,27,1991.8205,353.02,5,1991-10-27,0
1991,11,3,1991.8397,353.84,6,1991-11-03,0
1991,11,10,1991.8589,353.8,7,1991-11-10,0
1991,11,17,1991.8781,353.92,7,1991-11-17,0
1991,11,24,1991.8973,354.19,6,1991-11-24,0
1991,12,1,1991.9164,354.66,6,1991-12-01,0
1991,12,8,1991.9356,354.99,7,1991-12-08,0
1991,12,15,1991.9548,355.23,7,1991-12-15,0
1991,12,22,1991.974,355.59,7,1991-12-22,0
1991,12,29,1991.9932,356.55,7,1991-12-29,0
1992,1,5,1992.0123,356.2,7,1992-01-05,0
1992,1,12,1992.0314,356.34,7,1992-01-12,0
1992,1,19,1992.0505,356.39,7,1992-01-19,0
1992,1,26,1992.0697,356.18,7,1992-01-26,0
1992,2,2,1992.0888,356.98,7,1992-02-02,0
1992,2,9,1992.1079,357.23,7,1992-02-09,0
1992,2,16,1992.127,357.39,5,1992-02-16,0
1992,2,23,1992.1462,357.36,7,1992-02-23,0
1992,3,1,1992.1653,356.72,6,1992-03-01,0
1992,3,8,1992.1844,357.98,6,1992-03-08,0
1992,3,15,1992.2036,358.41,5,1992-03-15,0
1992,3,22,1992.2227,358.88,5,1992-03-22,0
1992,3,29,1992.2418,358.08,5,1992-03-29,0
1992,4,5,1992.2609,359.27,7,1992-04-05,0
1992,4,12,1992.2801,359.27,6,1992-04-12,0
1992,4,19,1992.2992,359.77,6,1992-04-19,0
1992,4,26,1992.3183,359.38,6,1992-04-26,0
1992,5,3,1992.3374,359.81,7,1992-05-03,0
1992,5,10,1992.3566,359.06,6,1992-05-10,0
1992,5,17,1992.3757,359.26,6,1992-05-17,0
1992,5,24,1992.3948,360.52,5,1992-05-24,0
1992,5,31,1992.4139,360.57,7,1992-05-31,0
1992,6,7,1992.4331,359.87,7,1992-06-07,0
1992,6,14,1992.4522,358.98,7,1992-06-14,0
1992,6,21,1992.4713,358.75,7,1992-06-21,0
1992,6,28,1992.4904,358.87,7,1992-06-28,0
1992,7,5,1992.5096,357.78,5,1992-07-05,0
1992,7,12,1992.5287,357.03,6,1992-07-12,0
1992,7,19,1992.5478,356.62,4,1992-07-19,0
1992,7,26,1992.5669,355.71,7,1992-07-26,0
1992,8,2,1992.5861,355.23,7,1992-08-02,0
1992,8,9,1992.6052,355.73,6,1992-08-09,0
1992,8,16,1992.6243,355.44,3,1992-08-16,0
1992,8,23,1992.6434,354.44,5,1992-08-23,0
1992,8,30,1992.6626,353,5,1992-08-30,0
1992,9,6,1992.6817,354.18,6,1992-09-06,0
1992,9,13,1992.7008,352.96,7,1992-09-13,0
1992,9,20,1992.7199,352.49,5,1992-09-20,0
1992,9,27,1992.7391,352.94,6,1992-09-27,0
1992,10,4,1992.7582,353.32,6,1992-10-04,0
1992,10,11,1992.7773,353.67,7,1992-10-11,0
1992,10,18,1992.7964,353.28,7,1992-10-18,0
1992,10,25,1992.8156,353.26,7,1992-10-25,0
1992,11,1,1992.8347,354.35,7,1992-11-01,0
1992,11,8,1992.8538,354.04,7,1992-11-08,0
1992,11,15,1992.873,354.25,7,1992-11-15,0
1992,11,22,1992.8921,354.82,6,1992-11-22,0
1992,11,29,1992.9112,354.94,7,1992-11-29,0
1992,12,6,1992.9303,355.39,7,1992-12-06,0
1992,12,13,1992.9495,355.55,7,1992-12-13,0
1992,12,20,1992.9686,356.11,7,1992-12-20,0
1992,12,27,1992.9877,356.4,7,1992-12-27,0
1993,1,3,1993.0068,357.05,5,1993-01-03,0
1993,1,10,1993.026,357.32,7,1993-01-10,0
1993,1,17,1993.0452,356.96,7,1993-01-17,0
1993,1,24,1993.0644,357.15,6,1993-01-24,0
1993,1,31,1993.0836,357.38,7,1993-01-31,0
1993,2,7,1993.1027,357.09,7,1993-02-07,0
1993,2,14,1993.1219,357.27,7,1993-02-14,0
1993,2,21,1993.1411,357.9,7,1993-02-21,0
1993,2,28,1993.1603,358.68,6,1993-02-28,0
1993,3,7,1993.1795,358.43,7,1993-03-07,0
1993,3,14,1993.1986,358.79,7,1993-03-14,0
1993,3,21,1993.2178,357.95,7,1993-03-21,0
1993,3,28,1993.237,359.31,7,1993-03-28,0
1993,4,4,1993.2562,358.95,6,1993-04-04,0
1993,4,11,1993.2753,359.22,5,1993-04-11,0
1993,4,18,1993.2945,359.74,5,1993-04-18,0
1993,4,25,1993.3137,359.87,7,1993-04-25,0
1993,5,2,1993.3329,359.59,7,1993-05-02,0
1993,5,9,1993.3521,360.23,7,1993-05-09,0
1993,5,16,1993.3712,360.66,6,1993-05-16,0
1993,5,23,1993.3904,360.87,7,1993-05-23,0
1993,5,30,1993.4096,360.11,7,1993-05-30,0
1993,6,6,1993.4288,359.89,7,1993-06-06,0
1993,6,13,1993.4479,359.77,6,1993-06-13,0
1993,6,20,1993.4671,359.3,6,1993-06-20,0
1993,6,27,1993.4863,358.81,7,1993-06-27,0
1993,7,4,1993.5055,357.84,7,1993-07-04,0
1993,7,11,1993.5247,357.84,4,1993-07-11,0
1993,7,18,1993.5438,357.22,5,1993-07-18,0
1993,7,25,1993.563,356.65,6,1993-07-25,0
1993,8,1,1993.5822,356.55,7,1993-08-01,0
1993,8,8,1993.6014,355.89,6,1993-08-08,0
1993,8,15,1993.6205,355.52,5,1993-08-15,0
1993,8,22,1993.6397,354.94,6,1993-08-22,0
1993,8,29,1993.6589,354.91,5,1993-08-29,0
1993,9,5,1993.6781,354.29,5,1993-09-05,0
1993,9,12,1993.6973,353.95,5,1993-09-12,0
1993,9,19,1993.7164,354.1,7,1993-09-19,0
1993,9,26,1993.7356,354.27,5,1993-09-26,0
1993,10,3,1993.7548,354.17,5,1993-10-03,0
1993,10,10,1993.774,353.99,7,1993-10-10,0
1993,10,17,1993.7932,354.46,7,1993-10-17,0
1993,10,24,1993.8123,354.45,7,1993-10-24,0
1993,10,31,1993.8315,354.74,7,1993-10-31,0
1993,11,7,1993.8507,355.12,7,1993-11-07,0
1993,11,14,1993.8699,355.73,6,1993-11-14,0
1993,11,21,1993.889,356.1,7,1993-11-21,0
1993,11,28,1993.9082,356.25,7,1993-11-28,0
1993,12,5,1993.9274,356.64,7,1993-12-05,0
1993,12,12,1993.9466,356.72,5,1993-12-12,0
1993,12,19,1993.9658,357.64,7,1993-12-19,0
1993,12,26,1993.9849,357.59,7,1993-12-26,0
1994,1,2,1994.0041,358.23,7,1994-01-02,0
1994,1,9,1994.0233,358.24,7,1994-01-09,0
1994,1,16,1994.0425,358.52,7,1994-01-16,0
1994,1,23,1994.0616,358.36,5,1994-01-23,0
1994,1,30,1994.0808,358.39,4,1994-01-30,0
1994,2,6,1994.1,359.04,5,1994-02-06,0
1994,2,13,1994.1192,358.76,7,1994-02-13,0
1994,2,20,1994.1384,359.52,7,1994-02-20,0
1994,2,27,1994.1575,359,7,1994-02-27,0
1994,3,6,1994.1767,359.46,7,1994-03-06,0
1994,3,13,1994.1959,360.59,6,1994-03-13,0
1994,3,20,1994.2151,360.73,6,1994-03-20,0
1994,3,27,1994.2342,360.94,7,1994-03-27,0
1994,4,3,1994.2534,361.22,5,1994-04-03,0
1994,4,10,1994.2726,361.14,7,1994-04-10,0
1994,4,17,1994.2918,361.43,7,1994-04-17,0
1994,4,24,1994.311,361.95,7,1994-04-24,0
1994,5,1,1994.3301,362.12,7,1994-05-01,0
1994,5,8,1994.3493,361.51,7,1994-05-08,0
1994,5,15,1994.3685,361.83,7,1994-05-15,0
1994,5,22,1994.3877,361.64,6,1994-05-22,0
1994,5,29,1994.4068,361.54,7,1994-05-29,0
1994,6,5,1994.426,361.02,7,1994-06-05,0
1994,6,12,1994.4452,361.03,6,1994-06-12,0
1994,6,19,1994.4644,360.95,5,1994-06-19,0
1994,6,26,1994.4836,360.16,7,1994-06-26,0
1994,7,3,1994.5027,360.09,7,1994-07-03,0
1994,7,10,1994.5219,359.77,7,1994-07-10,0
1994,7,17,1994.5411,359.34,7,1994-07-17,0
1994,7,24,1994.5603,358.96,7,1994-07-24,0
1994,7,31,1994.5795,358.6,7,1994-07-31,0
1994,8,7,1994.5986,358,4,1994-08-07,0
1994,8,14,1994.6178,357.82,6,1994-08-14,0
1994,8,21,1994.637,356.99,5,1994-08-21,0
1994,8,28,1994.6562,356.32,6,1994-08-28,0
1994,9,4,1994.6753,356.61,5,1994-09-04,0
1994,9,11,1994.6945,355.39,6,1994-09-11,0
1994,9,18,1994.7137,355.81,5,1994-09-18,0
1994,9,25,1994.7329,355.48,6,1994-09-25,0
1994,10,2,1994.7521,355.83,7,1994-10-02,0
1994,10,9,1994.7712,355.99,7,1994-10-09,0
1994,10,16,1994.7904,356.27,7,1994-10-16,0
1994,10,23,1994.8096,356.69,6,1994-10-23,0
1994,10,30,1994.8288,356.81,5,1994-10-30,0
1994,11,6,1994.8479,357.1,5,1994-11-06,0
1994,11,13,1994.8671,358.27,7,1994-11-13,0
1994,11,20,1994.8863,357.77,7,1994-11-20,0
1994,11,27,1994.9055,358.19,7,1994-11-27,0
1994,12,4,1994.9247,358.86,7,1994-12-04,0
1994,12,11,1994.9438,359.5,7,1994-12-11,0
1994,12,18,1994.963,358.94,6,1994-12-18,0
1994,12,25,1994.9822,359.47,5,1994-12-25,0
1995,1,1,1995.0014,359.82,7,1995-01-01,0
1995,1,8,1995.0205,359.66,6,1995-01-08,0
1995,1,15,1995.0397,360.49,7,1995-01-15,0
1995,1,22,1995.0589,360.15,7,1995-01-22,0
1995,1,29,1995.0781,360.27,7,1995-01-29,0
1995,2,5,1995.0973,360.88,7,1995-02-05,0
1995,2,12,1995.1164,361.18,7,1995-02-12,0
1995,2,19,1995.1356,361.16,7,1995-02-19,0
1995,2,26,1995.1548,361.82,7,1995-02-26,0
1995,3,5,1995.174,361.92,7,1995-03-05,0
1995,3,12,1995.1932,361.25,7,1995-03-12,0
1995,3,19,1995.2123,361.91,6,1995-03-19,0
1995,3,26,1995.2315,362.99,6,1995-03-26,0
1995,4,2,1995.2507,363.9,7,1995-04-02,0
1995,4,9,1995.2699,362.96,7,1995-04-09,0
1995,4,16,1995.289,363.16,7,1995-04-16,0
1995,4,23,1995.3082,363.63,7,1995-04-23,0
1995,4,30,1995.3274,362.96,5,1995-04-30,0
1995,5,7,1995.3466,364,6,1995-05-07,0
1995,5,14,1995.3658,364.55,7,1995-05-14,0
1995,5,21,1995.3849,363.82,7,1995-05-21,0
1995,5,28,1995.4041,363.83,6,1995-05-28,0
1995,6,4,1995.4233,363.93,7,1995-06-04,0
1995,6,11,1995.4425,363.19,7,1995-06-11,0
1995,6,18,1995.4616,363.05,6,1995-06-18,0
1995,6,25,1995.4808,362.57,6,1995-06-25,0
1995,7,2,1995.5,362.44,4,1995-07-02,0
1995,7,9,1995.5192,362.24,7,1995-07-09,0
1995,7,16,1995.5384,361.57,7,1995-07-16,0
1995,7,23,1995.5575,361.12,7,1995-07-23,0
1995,7,30,1995.5767,360.28,6,1995-07-30,0
1995,8,6,1995.5959,359.9,6,1995-08-06,0
1995,8,13,1995.6151,358.89,4,1995-08-13,0
1995,8,20,1995.6342,358.79,6,1995-08-20,0
1995,8,27,1995.6534,358.26,6,1995-08-27,0
1995,9,3,1995.6726,358.46,4,1995-09-03,0
1995,9,10,1995.6918,358.72,6,1995-09-10,0
1995,9,17,1995.711,358.91,5,1995-09-17,0
1995,9,24,1995.7301,357.76,7,1995-09-24,0
1995,10,1,1995.7493,357.95,6,1995-10-01,0
1995,10,8,1995.7685,357.87,7,1995-10-08,0
1995,10,15,1995.7877,358.14,7,1995-10-15,0
1995,10,22,1995.8068,358.37,7,1995-10-22,0
1995,10,29,1995.826,358.99,6,1995-10-29,0
1995,11,5,1995.8452,359.23,5,1995-11-05,0
1995,11,12,1995.8644,359.71,5,1995-11-12,0
1995,11,19,1995.8836,359.94,7,1995-11-19,0
1995,11,26,1995.9027,359.97,6,1995-11-26,0
1995,12,3,1995.9219,360.36,7,1995-12-03,0
1995,12,10,1995.9411,360.69,7,1995-12-10,0
1995,12,17,1995.9603,360.77,7,1995-12-17,0
1995,12,24,1995.9795,361.54,7,1995-12-24,0
1995,12,31,1995.9986,361.98,7,1995-12-31,0
1996,1,7,1996.0178,362.33,7,1996-01-07,0
1996,1,14,1996.0369,362.04,7,1996-01-14,0
1996,1,21,1996.056,362.33,5,1996-01-21,0
1996,1,28,1996.0751,362.54,7,1996-01-28,0
1996,2,4,1996.0943,363.04,6,1996-02-04,0
1996,2,11,1996.1134,363.15,7,1996-02-11,0
1996,2,18,1996.1325,363.69,7,1996-02-18,0
1996,2,25,1996.1516,364.06,7,1996-02-25,0
1996,3,3,1996.1708,364.1,7,1996-03-03,0
1996,3,10,1996.1899,363.82,7,1996-03-10,0
1996,3,17,1996.209,364.58,5,1996-03-17,0
1996,3,24,1996.2281,364.61,7,1996-03-24,0
1996,3,31,1996.2473,364.38,5,1996-03-31,0
1996,4,7,1996.2664,364.73,7,1996-04-07,0
1996,4,14,1996.2855,364.83,7,1996-04-14,0
1996,4,21,1996.3046,364.65,7,1996-04-21,0
1996,4,28,1996.3238,365.15,7,1996-04-28,0
1996,5,5,1996.3429,364.82,7,1996-05-05,0
1996,5,12,1996.362,365.6,6,1996-05-12,0
1996,5,19,1996.3811,365.4,7,1996-05-19,0
1996,5,26,1996.4003,365.17,7,1996-05-26,0
1996,6,2,1996.4194,365.1,7,1996-06-02,0
1996,6,9,1996.4385,365.42,7,1996-06-09,0
1996,6,16,1996.4577,365.21,7,1996-06-16,0
1996,6,23,1996.4768,364.64,7,1996-06-23,0
1996,6,30,1996.4959,364.56,7,1996-06-30,0
1996,7,7,1996.515,363.95,7,1996-07-07,0
1996,7,14,1996.5342,363.64,7,1996-07-14,0
1996,7,21,1996.5533,363.26,7,1996-07-21,0
1996,7,28,1996.5724,362.25,7,1996-07-28,0
1996,8,4,1996.5915,362.16,7,1996-08-04,0
1996,8,11,1996.6107,361.92,5,1996-08-11,0
1996,8,18,1996.6298,361.15,7,1996-08-18,0
1996,8,25,1996.6489,361,6,1996-08-25,0
1996,9,1,1996.668,360.23,6,1996-09-01,0
1996,9,8,1996.6872,360.08,7,1996-09-08,0
1996,9,15,1996.7063,359.15,6,1996-09-15,0
1996,9,22,1996.7254,359.37,6,1996-09-22,0
1996,9,29,1996.7445,359.43,3,1996-09-29,0
1996,10,6,1996.7637,359.58,7,1996-10-06,0
1996,10,13,1996.7828,359.9,7,1996-10-13,0
1996,10,20,1996.8019,359.66,7,1996-10-20,0
1996,10,27,1996.821,360.13,7,1996-10-27,0
1996,11,3,1996.8402,360.42,6,1996-11-03,0
1996,11,10,1996.8593,361,7,1996-11-10,0
1996,11,17,1996.8784,361.52,7,1996-11-17,0
1996,11,24,1996.8975,361.4,7,1996-11-24,0
1996,12,1,1996.9167,361.78,5,1996-12-01,0
1996,12,8,1996.9358,362.38,7,1996-12-08,0
1996,12,15,1996.9549,362.63,7,1996-12-15,0
1996,12,22,1996.974,362.47,7,1996-12-22,0
1996,12,29,1996.9932,362.92,7,1996-12-29,0
1997,1,5,1997.0123,363.11,7,1997-01-05,0
1997,1,12,1997.0315,363.12,7,1997-01-12,0
1997,1,19,1997.0507,363.65,7,1997-01-19,0
1997,1,26,1997.0699,363.34,7,1997-01-26,0
1997,2,2,1997.089,363.69,7,1997-02-02,0
1997,2,9,1997.1082,364.43,7,1997-02-09,0
1997,2,16,1997.1274,363.78,7,1997-02-16,0
1997,2,23,1997.1466,364.96,7,1997-02-23,0
1997,3,2,1997.1658,364.01,7,1997-03-02,0
1997,3,9,1997.1849,364.3,7,1997-03-09,0
1997,3,16,1997.2041,364.77,7,1997-03-16,0
1997,3,23,1997.2233,365.33,7,1997-03-23,0
1997,3,30,1997.2425,365.88,6,1997-03-30,0
1997,4,6,1997.2616,366.1,3,1997-04-06,0
1997,4,13,1997.2808,366.63,7,1997-04-13,0
1997,4,20,1997.3,366.84,3,1997-04-20,0
1997,4,27,1997.3192,366.75,7,1997-04-27,0
1997,5,4,1997.3384,366.6,7,1997-05-04,0
1997,5,11,1997.3575,366.96,7,1997-05-11,0
1997,5,18,1997.3767,367.15,7,1997-05-18,0
1997,5,25,1997.3959,366.36,5,1997-05-25,0
1997,6,1,1997.4151,366.21,5,1997-06-01,0
1997,6,8,1997.4342,365.89,6,1997-06-08,0
1997,6,15,1997.4534,365.5,7,1997-06-15,0
1997,6,22,1997.4726,365.36,7,1997-06-22,0
1997,6,29,1997.4918,365.25,7,1997-06-29,0
1997,7,6,1997.511,364.93,4,1997-07-06,0
1997,7,13,1997.5301,364.62,6,1997-07-13,0
1997,7,20,1997.5493,363.76,6,1997-07-20,0
1997,7,27,1997.5685,363.73,5,1997-07-27,0
1997,8,3,1997.5877,363.33,6,1997-08-03,0
1997,8,10,1997.6068,362.78,6,1997-08-10,0
1997,8,17,1997.626,361.33,4,1997-08-17,0
1997,8,24,1997.6452,361.69,7,1997-08-24,0
1997,8,31,1997.6644,361.59,5,1997-08-31,0
1997,9,7,1997.6836,360.23,7,1997-09-07,0
1997,9,14,1997.7027,360.48,7,1997-09-14,0
1997,9,21,1997.7219,360.03,5,1997-09-21,0
1997,9,28,1997.7411,360.14,5,1997-09-28,0
1997,10,5,1997.7603,360.68,5,1997-10-05,0
1997,10,12,1997.7795,360.87,7,1997-10-12,0
1997,10,19,1997.7986,361.17,7,1997-10-19,0
1997,10,26,1997.8178,361.45,6,1997-10-26,0
1997,11,2,1997.837,362.21,7,1997-11-02,0
1997,11,9,1997.8562,362.29,7,1997-11-09,0
1997,11,16,1997.8753,362.68,7,1997-11-16,0
1997,11,23,1997.8945,363.42,7,1997-11-23,0
1997,11,30,1997.9137,364.11,7,1997-11-30,0
1997,12,7,1997.9329,364.19,7,1997-12-07,0
1997,12,14,1997.9521,364.45,6,1997-12-14,0
1997,12,21,1997.9712,364.87,7,1997-12-21,0
1997,12,28,1997.9904,365.15,7,1997-12-28,0
1998,1,4,1998.0096,365.43,7,1998-01-04,0
1998,1,11,1998.0288,365.43,7,1998-01-11,0
1998,1,18,1998.0479,365.22,6,1998-01-18,0
1998,1,25,1998.0671,365.5,7,1998-01-25,0
1998,2,1,1998.0863,366.09,7,1998-02-01,0
1998,2,8,1998.1055,365.74,7,1998-02-08,0
1998,2,15,1998.1247,365.8,7,1998-02-15,0
1998,2,22,1998.1438,366.79,7,1998-02-22,0
1998,3,1,1998.163,367.24,7,1998-03-01,0
1998,3,8,1998.1822,366.79,7,1998-03-08,0
1998,3,15,1998.2014,366.96,7,1998-03-15,0
1998,3,22,1998.2205,367.9,7,1998-03-22,0
1998,3,29,1998.2397,368.95,7,1998-03-29,0
1998,4,5,1998.2589,368.47,7,1998-04-05,0
1998,4,12,1998.2781,368.61,6,1998-04-12,0
1998,4,19,1998.2973,368.48,7,1998-04-19,0
1998,4,26,1998.3164,369.69,7,1998-04-26,0
1998,5,3,1998.3356,369.86,7,1998-05-03,0
1998,5,10,1998.3548,368.45,7,1998-05-10,0
1998,5,17,1998.374,369.72,6,1998-05-17,0
1998,5,24,1998.3932,370.08,7,1998-05-24,0
1998,5,31,1998.4123,369.74,6,1998-05-31,0
1998,6,7,1998.4315,369.27,7,1998-06-07,0
1998,6,14,1998.4507,368.94,6,1998-06-14,0
1998,6,21,1998.4699,368.91,7,1998-06-21,0
1998,6,28,1998.489,368.34,6,1998-06-28,0
1998,7,5,1998.5082,368.58,5,1998-07-05,0
1998,7,12,1998.5274,367.89,5,1998-07-12,0
1998,7,19,1998.5466,368.06,6,1998-07-19,0
1998,7,26,1998.5658,367.25,5,1998-07-26,0
1998,8,2,1998.5849,367.05,7,1998-08-02,0
1998,8,9,1998.6041,366.38,7,1998-08-09,0
1998,8,16,1998.6233,365.69,7,1998-08-16,0
1998,8,23,1998.6425,365.49,7,1998-08-23,0
1998,8,30,1998.6616,364.89,6,1998-08-30,0
1998,9,6,1998.6808,364.45,7,1998-09-06,0
1998,9,13,1998.7,363.79,6,1998-09-13,0
1998,9,20,1998.7192,363.65,7,1998-09-20,0
1998,9,27,1998.7384,364.19,6,1998-09-27,0
1998,10,4,1998.7575,364.24,7,1998-10-04,0
1998,10,11,1998.7767,364.44,7,1998-10-11,0
1998,10,18,1998.7959,364.67,6,1998-10-18,0
1998,10,25,1998.8151,364.94,7,1998-10-25,0
1998,11,1,1998.8342,365.08,7,1998-11-01,0
1998,11,8,1998.8534,365.54,5,1998-11-08,0
1998,11,15,1998.8726,366.1,3,1998-11-15,0
1998,11,22,1998.8918,365.97,6,1998-11-22,0
1998,11,29,1998.911,366.74,5,1998-11-29,0
1998,12,6,1998.9301,366.97,5,1998-12-06,0
1998,12,13,1998.9493,367.32,6,1998-12-13,0
1998,12,20,1998.9685,367.44,7,1998-12-20,0
1998,12,27,1998.9877,367.79,7,1998-12-27,0
1999,1,3,1999.0068,367.97,7,1999-01-03,0
1999,1,10,1999.026,368.27,7,1999-01-10,0
1999,1,17,1999.0452,367.97,5,1999-01-17,0
1999,1,24,1999.0644,369.26,6,1999-01-24,0
1999,1,31,1999.0836,369.43,5,1999-01-31,0
1999,2,7,1999.1027,369.27,7,1999-02-07,0
1999,2,14,1999.1219,368.79,4,1999-02-14,0
1999,2,21,1999.1411,369.24,6,1999-02-21,0
1999,2,28,1999.1603,368.19,4,1999-02-28,0
1999,3,7,1999.1795,369.39,7,1999-03-07,0
1999,3,14,1999.1986,370.34,5,1999-03-14,0
1999,3,21,1999.2178,370.73,5,1999-03-21,0
1999,3,28,1999.237,370.83,7,1999-03-28,0
1999,4,4,1999.2562,371.89,6,1999-04-04,0
1999,4,11,1999.2753,371.67,7,1999-04-11,0
1999,4,18,1999.2945,370.45,7,1999-04-18,0
1999,4,25,1999.3137,370.77,6,1999-04-25,0
1999,5,2,1999.3329,371.69,6,1999-05-02,0
1999,5,9,1999.3521,371.24,7,1999-05-09,0
1999,5,16,1999.3712,370.74,5,1999-05-16,0
1999,5,23,1999.3904,370.88,6,1999-05-23,0
1999,5,30,1999.4096,370.88,7,1999-05-30,0
1999,6,6,1999.4288,370.55,6,1999-06-06,0
1999,6,13,1999.4479,370.58,7,1999-06-13,0
1999,6,20,1999.4671,370.05,5,1999-06-20,0
1999,6,27,1999.4863,369.94,4,1999-06-27,0
1999,7,4,1999.5055,370.21,6,1999-07-04,0
1999,7,11,1999.5247,370.29,7,1999-07-11,0
1999,7,18,1999.5438,369.25,7,1999-07-18,0
1999,7,25,1999.563,368.43,6,1999-07-25,0
1999,8,1,1999.5822,367.85,5,1999-08-01,0
1999,8,8,1999.6014,367.51,6,1999-08-08,0
1999,8,15,1999.6205,366.75,7,1999-08-15,0
1999,8,22,1999.6397,366.42,5,1999-08-22,0
1999,8,29,1999.6589,365.32,6,1999-08-29,0
1999,9,5,1999.6781,364.48,6,1999-09-05,0
1999,9,12,1999.6973,365.31,6,1999-09-12,0
1999,9,19,1999.7164,365.2,7,1999-09-19,0
1999,9,26,1999.7356,364.82,7,1999-09-26,0
1999,10,3,1999.7548,365.3,7,1999-10-03,0
1999,10,10,1999.774,365.34,7,1999-10-10,0
1999,10,17,1999.7932,365.75,7,1999-10-17,0
1999,10,24,1999.8123,365.8,7,1999-10-24,0
1999,10,31,1999.8315,366.13,7,1999-10-31,0
1999,11,7,1999.8507,366.8,7,1999-11-07,0
1999,11,14,1999.8699,366.91,5,1999-11-14,0
1999,11,21,1999.889,367.24,7,1999-11-21,0
1999,11,28,1999.9082,367.6,5,1999-11-28,0
1999,12,5,1999.9274,368.03,7,1999-12-05,0
1999,12,12,1999.9466,368.05,6,1999-12-12,0
1999,12,19,1999.9658,368.43,6,1999-12-19,0
1999,12,26,1999.9849,368.89,6,1999-12-26,0
2000,1,2,2000.0041,368.89,7,2000-01-02,0
2000,1,9,2000.0232,369.03,7,2000-01-09,0
2000,1,16,2000.0423,370.19,4,2000-01-16,0
2000,1,23,2000.0615,370.24,5,2000-01-23,0
2000,1,30,2000.0806,369.41,5,2000-01-30,0
2000,2,6,2000.0997,369.77,3,2000-02-06,0
2000,2,13,2000.1189,370.14,4,2000-02-13,0
2000,2,20,2000.138,369.52,6,2000-02-20,0
2000,2,27,2000.1571,370.27,7,2000-02-27,0
2000,3,5,2000.1762,370.24,7,2000-03-05,0
2000,3,12,2000.1954,370.8,7,2000-03-12,0
2000,3,19,2000.2145,371.05,6,2000-03-19,0
2000,3,26,2000.2336,371.29,7,2000-03-26,0
2000,4,2,2000.2527,371.23,7,2000-04-02,0
2000,4,9,2000.2719,372.17,6,2000-04-09,0
2000,4,16,2000.291,372.5,6,2000-04-16,0
2000,4,23,2000.3101,372.08,6,2000-04-23,0
2000,4,30,2000.3292,371.07,7,2000-04-30,0
2000,5,7,2000.3484,372.04,6,2000-05-07,0
2000,5,14,2000.3675,371.67,7,2000-05-14,0
2000,5,21,2000.3866,372.24,7,2000-05-21,0
2000,5,28,2000.4057,372.04,5,2000-05-28,0
2000,6,4,2000.4249,372.08,6,2000-06-04,0
2000,6,11,2000.444,371.83,7,2000-06-11,0
2000,6,18,2000.4631,371.95,6,2000-06-18,0
2000,6,25,2000.4822,371.41,7,2000-06-25,0
2000,7,2,2000.5014,370.38,6,2000-07-02,0
2000,7,9,2000.5205,370.31,7,2000-07-09,0
2000,7,16,2000.5396,370.1,5,2000-07-16,0
2000,7,23,2000.5587,369.35,4,2000-07-23,0
2000,7,30,2000.5779,369.08,7,2000-07-30,0
2000,8,6,2000.597,368.62,7,2000-08-06,0
2000,8,13,2000.6161,368.4,7,2000-08-13,0
2000,8,20,2000.6352,367.68,5,2000-08-20,0
2000,8,27,2000.6544,367.7,5,2000-08-27,0
2000,9,3,2000.6735,367.32,6,2000-09-03,0
2000,9,10,2000.6926,367.33,6,2000-09-10,0
2000,9,17,2000.7117,366.86,7,2000-09-17,0
2000,9,24,2000.7309,366.86,5,2000-09-24,0
2000,10,1,2000.75,366.78,7,2000-10-01,0
2000,10,8,2000.7691,366.88,7,2000-10-08,0
2000,10,15,2000.7883,367.13,6,2000-10-15,0
2000,10,22,2000.8074,367.62,7,2000-10-22,0
2000,10,29,2000.8265,368,7,2000-10-29,0
2000,11,5,2000.8456,368.2,5,2000-11-05,0
2000,11,12,2000.8648,368.75,7,2000-11-12,0
2000,11,19,2000.8839,368.64,4,2000-11-19,0
2000,11,26,2000.903,368.86,6,2000-11-26,0
2000,12,3,2000.9221,369.84,7,2000-12-03,0
2000,12,10,2000.9413,369.83,7,2000-12-10,0
2000,12,17,2000.9604,369.81,7,2000-12-17,0
2000,12,24,2000.9795,370.02,7,2000-12-24,0
2000,12,31,2000.9986,370.34,7,2000-12-31,0
2001,1,7,2001.0178,370.46,7,2001-01-07,0
2001,1,14,2001.037,370.84,6,2001-01-14,0
2001,1,21,2001.0562,370.69,7,2001-01-21,0
2001,1,28,2001.0753,371.53,7,2001-01-28,0
2001,2,4,2001.0945,371.76,6,2001-02-04,0
2001,2,11,2001.1137,372.14,6,2001-02-11,0
2001,2,18,2001.1329,371.66,7,2001-02-18,0
2001,2,25,2001.1521,371.9,7,2001-02-25,0
2001,3,4,2001.1712,372.37,5,2001-03-04,0
2001,3,11,2001.1904,372.67,7,2001-03-11,0
